latitude,longitude,district,district,neighborhood,neighborhood
36.7135367,-4.4326269,Centro,CRUZ DE HUMILLADERO,Perchel sur - El Bulto,EXPLANADA DE LA ESTACIÓN
36.7134384,-4.4325982,Centro,CRUZ DE HUMILLADERO,Perchel sur - El Bulto,EXPLANADA DE LA ESTACIÓN
36.7092901,-4.4679065,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP ALAMEDA
36.7220223,-4.3785736,Este,ESTE,Pedregalejo - Morlaco,PEDREGALEJO PLAYA             
36.7220223,-4.3785736,Este,ESTE,Pedregalejo - Morlaco,PEDREGALEJO PLAYA             
36.7220223,-4.3785736,Este,ESTE,Pedregalejo - Morlaco,PEDREGALEJO PLAYA             
36.7135367,-4.4326269,Centro,CRUZ DE HUMILLADERO,Perchel sur - El Bulto,EXPLANADA DE LA ESTACIÓN
36.7220223,-4.3785736,Este,ESTE,Pedregalejo - Morlaco,PEDREGALEJO PLAYA             
36.7135367,-4.4326269,Centro,CRUZ DE HUMILLADERO,Perchel sur - El Bulto,EXPLANADA DE LA ESTACIÓN
36.7134384,-4.4325982,Centro,CRUZ DE HUMILLADERO,Perchel sur - El Bulto,EXPLANADA DE LA ESTACIÓN
36.7092901,-4.4679065,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP ALAMEDA
36.716753,-4.4216705,Centro,CENTRO,Centro Histórico,ENSANCHE CENTRO               
36.7184237,-4.4209581,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7266441,-4.3834996,Este,ESTE,Cerrado de Calderón - Hacienda Paredes,CERRADO DE CALDERON           
36.7236641,-4.423599,Centro,CENTRO,Centro Histórico,LA GOLETA                     
36.7260361,-4.4353524,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,CAMINO DE SUAREZ              
36.7065307,-4.4765508,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP SAN LUIS             
36.7164446,-4.4241724,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7179453,-4.4395445,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.7136886,-4.4250876,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7201013,-4.4212692,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7197413,-4.4328199,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,MARMOLES                      
36.7197413,-4.4328199,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,MARMOLES                      
36.719039,-4.3593759,Este,ESTE,El Palo,PLAYAS DEL PALO               
36.7377294,-4.3812264,Este,ESTE,Cerrado de Calderón - Hacienda Paredes,CERRADO DE CALDERON           
36.7185226,-4.423133,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7244521,-4.4208374,Centro,CENTRO,Centro Histórico,SAN FELIPE NERI               
36.7067631,-4.4472037,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,POL IND RONDA EXTERIOR        
36.7236472,-4.4227796,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7128474,-4.4282786,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.7225102,-4.4200881,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7158545,-4.42525,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7200546,-4.4272122,Centro,CENTRO,Perchel norte,PERCHEL NORTE                 
36.6909849,-4.4816349,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP GUADALHORCE
36.6998487,-4.4968603,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.7460829,-4.489949,Puerto de la Torre,PUERTO DE LA TORRE,Fuente Alegre - El Chaparral - Los Morales,SALINAS                       
36.7068894,-4.4387119,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,LA PRINCESA                   
36.7232887,-4.419022,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7194232,-4.4207914,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7194687,-4.421575,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7227507,-4.4227426,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7060934,-4.5191042,Campanillas,CAMPANILLAS,Campanillas,DSMO DM CAMPANILLAS
36.7195846,-4.4207799,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7030714,-4.4713616,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP SAN LUIS             
36.7208137,-4.4205609,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7203707,-4.4223835,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7209124,-4.4191408,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.718265,-4.4201142,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.720474,-4.4203017,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7201385,-4.4219964,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7316307,-4.4408437,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,PARQUE VICTORIA EUGENIA       
36.6962936,-4.4427596,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,LAS DELICIAS                  
36.731241,-4.4280635,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.7296734,-4.4429571,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,MIRAFLORES DE LOS ANGELES     
36.7137342,-4.4290401,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.7019358,-4.4342876,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.6881926,-4.4583613,Carretera de Cádiz,CARRETERA DE CADIZ,Puerta Blanca - Almudena,MALAGA 2000                   
36.6984173,-4.4784606,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,ESTACIÓN LOS PRADOS
36.7102515,-4.4547483,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,TIRO DE PICHON                
36.6883887,-4.4464772,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,LOS GUINDOS                   
36.7264673,-4.4402435,Bailén - Miraflores,BAILEN-MIRAFLORES,Suárez,SUAREZ                        
36.71968,-4.4502111,Cruz de Humilladero,CRUZ DE HUMILLADERO,Camino de Antequera,CAMINO DE ANTEQUERA           
36.7317755,-4.4346724,Bailén - Miraflores,PALMA-PALMILLA,Victoria Eugenia,LA ROCA                       
36.694063,-4.4484555,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,PARQUE MEDITERRANEO           
36.6982017,-4.4460093,Carretera de Cádiz,CARRETERA DE CADIZ,El Torcal,HAZA ONDA                     
36.6921587,-4.4476513,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,SANTA PAULA                   
36.7050364,-4.4388261,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7280149,-4.4159688,Centro,CENTRO,La Victoria,EL EJIDO                      
36.7238492,-4.4309671,Bailén - Miraflores,CENTRO,Los Castillejos - La Trinidad,LA TRINIDAD                   
36.7408517,-4.4237211,Ciudad Jardín,CIUDAD JARDIN ,Ciudad Jardín,HERRERA ORIA                  
36.7246475,-4.4360043,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,HAZA DEL CAMPILLO             
36.7213332,-4.4913634,Teatinos,PUERTO DE LA TORRE,El Consul - El Romeral,SOLIVA ESTE                   
36.7208634,-4.4087073,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.7131162,-4.4294047,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.744322,-4.4909634,Puerto de la Torre,PUERTO DE LA TORRE,Fuente Alegre - El Chaparral - Los Morales,PUERTOSOL                     
36.7302664,-4.4120942,Centro,CENTRO,Cristo de la Epidemia,SEMINARIO                     
36.7293562,-4.4146148,Centro,CENTRO,El Ejido,CRISTO DE LA EPIDEMIA         
36.7303031,-4.4403745,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,PARQUE VICTORIA EUGENIA       
36.7304556,-4.4147728,Centro,CENTRO,Cristo de la Epidemia,CRISTO DE LA EPIDEMIA         
36.7058481,-4.4381113,Carretera de Cádiz,CARRETERA DE CADIZ,La Princesa,LA PRINCESA                   
36.7146592,-4.4288189,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.7315784,-4.4133094,Centro,CENTRO,Cristo de la Epidemia,SEMINARIO                     
36.7195668,-4.4108678,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.737189,-4.4212427,Ciudad Jardín,CIUDAD JARDIN ,Mangas Verdes - Las Flores,LOS NARANJOS                  
36.7152478,-4.4296469,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.7123012,-4.4615992,Teatinos,TEATINOS-UNIVERSIDAD,Cortijo Alto,CORTIJO ALTO
36.7235012,-4.4410734,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,GAMARRA                       
36.7016797,-4.4426229,Carretera de Cádiz,CARRETERA DE CADIZ,El Torcal,25 AÑOS DE PAZ                
36.7308585,-4.4403223,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,PARQUE VICTORIA EUGENIA       
36.7440248,-4.4172818,Ciudad Jardín,CIUDAD JARDIN ,Cortijo Bazán - Los Casinis - Los Cipreses,LOS CIPRESES                  
36.7258507,-4.4337259,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,LA TRINIDAD                   
36.6891963,-4.4444214,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,LOS GUINDOS                   
36.7193222,-4.4398937,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,ARROYO DEL CUARTO             
36.7261247,-4.3906696,Este,ESTE,Parque Clavero,PARQUE CLAVERO                
36.6990928,-4.4521851,Carretera de Cádiz,CARRETERA DE CADIZ,Nuevo San Andrés - Dos Hermanas,VISTAFRANCA                   
36.7204868,-4.3543967,Este,ESTE,El Palo,EL PALO                       
36.7310426,-4.4470935,Bailén - Miraflores,BAILEN-MIRAFLORES,San Alberto - La Alcubilla - Florisol,FLORISOL                      
36.7016452,-4.4501997,Carretera de Cádiz,CARRETERA DE CADIZ,Nuevo San Andrés - Dos Hermanas,HAZA DE LA PESEBRERA          
36.7130319,-4.4265308,Centro,CENTRO,Perchel sur - El Bulto,PLAZA DE TOROS VIEJA          
36.7182358,-4.4260272,Centro,CENTRO,Centro Histórico,PERCHEL NORTE                 
36.695621,-4.4523693,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,LA LUZ                        
36.7114517,-4.4656265,Teatinos,TEATINOS-UNIVERSIDAD,Cortijo Alto,CORTIJO ALTO
36.7293969,-4.4217104,Centro,CENTRO,El Ejido,CAPUCHINOS                    
36.7000611,-4.434956,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7283178,-4.43945,Bailén - Miraflores,BAILEN-MIRAFLORES,Suárez,SUAREZ                        
36.7148965,-4.4293069,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.6900843,-4.4516746,Carretera de Cádiz,CARRETERA DE CADIZ,Puerta Blanca - Almudena,PUERTA BLANCA                 
36.7312048,-4.4155897,Centro,CENTRO,Cristo de la Epidemia,CRISTO DE LA EPIDEMIA         
36.7235404,-4.4307999,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.715044,-4.4496461,Cruz de Humilladero,CRUZ DE HUMILLADERO,Pol Ctra de Cártama,POL CTRA DE CARTAMA           
36.7234525,-4.4200994,Centro,CENTRO,La Merced,CENTRO HISTORICO              
36.7137167,-4.4652469,Teatinos,TEATINOS-UNIVERSIDAD,El Tejar - Hacienda Bizcochero,HACIENDA BIZCOCHERO           
36.6985956,-4.4526523,Carretera de Cádiz,CARRETERA DE CADIZ,Vistafranca,VISTAFRANCA                   
36.7139671,-4.428144,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.7156333,-4.4530697,Cruz de Humilladero,CRUZ DE HUMILLADERO,Portada Alta-La Barriguilla,POL CTRA DE CARTAMA           
36.730901,-4.440868,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,MIRAFLORES DE LOS ANGELES     
36.7370134,-4.4209377,Ciudad Jardín,CIUDAD JARDIN ,Mangas Verdes - Las Flores,LOS NARANJOS                  
36.6891322,-4.4571686,Carretera de Cádiz,CARRETERA DE CADIZ,Puerta Blanca - Almudena,MAINAKE                       
36.6852857,-4.4644494,Carretera de Cádiz,CARRETERA DE CADIZ,Finca el Pato - Torre del Río,POL IND HAZA DE LA CRUZ
36.7372712,-4.4815689,Puerto de la Torre,PUERTO DE LA TORRE,Los Almendros - El Limonero - El Tomillar,LOS ALMENDROS                 
36.7033827,-4.4363315,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.716994,-4.4390837,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.7269448,-4.4275776,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7083942,-4.4502417,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.7241264,-4.4179936,Centro,CENTRO,La Merced,LA MERCED                     
36.7180756,-4.4114172,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.6892664,-4.4479278,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,LOS GUINDOS                   
36.716452,-4.4383231,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.6983004,-4.4460242,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,HAZA ONDA                     
36.728581,-4.4151086,Centro,CENTRO,Cristo de la Epidemia,EL EJIDO                      
36.7337649,-4.4171209,Centro,CENTRO,Olletas - Sierra Blanquilla,SAN MIGUEL                    
36.7249495,-4.4264011,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7120018,-4.434596,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,R.E.N.F.E.                    
36.7299635,-4.4156238,Centro,CENTRO,Cristo de la Epidemia,CRISTO DE LA EPIDEMIA         
36.7272356,-4.4203487,Centro,CENTRO,El Ejido,EL EJIDO                      
36.7213274,-4.4868757,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,CAÑADA DE LOS CARDOS          
36.7217386,-4.4250615,Centro,CENTRO,Centro Histórico,LA GOLETA                     
36.7270113,-4.4271954,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7165845,-4.4115917,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.7215084,-4.4369969,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,GAMARRA                       
36.7148348,-4.4306857,Centro,CRUZ DE HUMILLADERO,Perchel sur - El Bulto,LA AURORA                     
36.7276407,-4.4254886,Centro,CENTRO,El Molinillo - Capuchinos,EL MOLINILLO                  
36.7200239,-4.4302493,Centro,CENTRO,Perchel norte,MARMOLES                      
36.695549,-4.450386,Carretera de Cádiz,CARRETERA DE CADIZ,Vistafranca,LA PAZ                        
36.7083942,-4.4502417,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.7057302,-4.5113661,Campanillas,CAMPANILLAS,Campanillas,PARQ EMP LA HUERTECILLA
36.7035923,-4.4424196,Carretera de Cádiz,CARRETERA DE CADIZ,La Princesa,DOS HERMANAS
36.7059976,-4.4378038,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,JARDIN DE LA ABADIA           
36.7172449,-4.4410048,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.7326465,-4.4319951,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,LA ROCA                       
36.7102032,-4.4628504,Teatinos,TEATINOS-UNIVERSIDAD,Cortijo Alto,CORTIJO ALTO
36.7234997,-4.4420602,Bailén - Miraflores,BAILEN-MIRAFLORES,La Florida - Parque norte,NUEVA MALAGA                  
36.7095683,-4.4479711,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.6998948,-4.4996163,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,POL IND EL TARAJAL
36.7312234,-4.4400778,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,PARQUE VICTORIA EUGENIA       
36.7272516,-4.4283897,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7384608,-4.4832486,Puerto de la Torre,PUERTO DE LA TORRE,Fuente Alegre - El Chaparral - Los Morales,CAÑAVERAL                     
36.7096456,-4.4491698,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.7034991,-4.4992294,Cruz de Humilladero,CAMPANILLAS,Polígonos - Recinto Ferial,IND INTELHORCE
36.7022145,-4.4384792,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7346346,-4.4531601,Bailén - Miraflores,BAILEN-MIRAFLORES,San Alberto - La Alcubilla - Florisol,SAN ALBERTO                   
36.7205959,-4.4315472,Centro,CENTRO,Perchel norte,MARMOLES                      
36.7109,-4.43296,Centro,CRUZ DE HUMILLADERO,Perchel sur - El Bulto,R.E.N.F.E.                    
36.7178131,-4.4325932,Centro,CRUZ DE HUMILLADERO,Perchel norte,POL ALAMEDA                   
36.7282801,-4.411737,Centro,CENTRO,Conde de Ureña,CONDE DE UREÑA                
36.7007975,-4.4353357,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7238438,-4.4223993,Centro,CENTRO,La Goleta - San Felipe Neri,LA GOLETA                     
36.6900429,-4.4563612,Carretera de Cádiz,CARRETERA DE CADIZ,Puerta Blanca - Almudena,MAINAKE                       
36.7192633,-4.4334831,Centro,CRUZ DE HUMILLADERO,Perchel norte,POL ALAMEDA                   
36.7052447,-4.4409525,Carretera de Cádiz,CARRETERA DE CADIZ,La Princesa,IND LA PELUSA                 
36.7203838,-4.4466644,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,CARRANQUE                     
36.7022145,-4.4384792,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.6953074,-4.4998907,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.7080836,-4.450002,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.6907266,-4.4758847,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP GUADALHORCE
36.7140006,-4.4300125,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.7312875,-4.4182818,Centro,CENTRO,El Molinillo - Capuchinos,CAPUCHINOS                    
36.7374374,-4.4186028,Ciudad Jardín,CENTRO,Mangas Verdes - Las Flores,PINARES DE OLLETAS            
36.7283682,-4.4369007,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,VICTORIA EUGENIA              
36.7084896,-4.4500282,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.7245984,-4.4680777,Teatinos,TEATINOS-UNIVERSIDAD,El Tejar - Hacienda Bizcochero,CIUDAD SANTA INES             
36.7282652,-4.420984,Centro,CENTRO,El Ejido,EL EJIDO                      
36.7167447,-4.3485646,Este,ESTE,El Palo,EL CHANQUETE                  
36.7353533,-4.4240927,Ciudad Jardín,CIUDAD JARDIN ,Mangas Verdes - Las Flores,CIUDAD JARDÍN
36.7231728,-4.3606056,Este,ESTE,El Palo,EL PALO                       
36.6962526,-4.4480302,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,SIXTO                         
36.7225764,-4.4257284,Centro,CENTRO,Centro Histórico,LA TRINIDAD                   
36.7118106,-4.4444723,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,CRUZ DEL HUMILLADERO          
36.7145292,-4.4461449,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,CARRANQUE                     
36.7250339,-4.443022,Bailén - Miraflores,BAILEN-MIRAFLORES,La Florida - Parque norte,LOS CASTILLEJOS               
36.713925,-4.444962,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,4 DE DICIEMBRE                
36.7104729,-4.4417617,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,SANTA MARTA                   
36.6735218,-4.4690504,Churriana,CHURRIANA,Churriana-El Pizarrillo-La Noria-Guadalsol,PARQ EMP VILLA ROSA           
36.7190743,-4.4236586,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7069752,-4.4500357,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,IND ALCALDE DIAZ ZAFRA        
36.7232058,-4.4194614,Centro,CENTRO,La Merced,CENTRO HISTORICO              
36.7080787,-4.4545097,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,TIRO DE PICHON                
36.7356806,-4.4511039,Bailén - Miraflores,BAILEN-MIRAFLORES,San Alberto - La Alcubilla - Florisol,SAN ALBERTO                   
36.7157019,-4.4225428,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7283613,-4.4367751,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,VICTORIA EUGENIA              
36.6952735,-4.4535709,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,LOS GIRASOLES                 
36.6876873,-4.4576437,Carretera de Cádiz,CARRETERA DE CADIZ,Puerta Blanca - Almudena,MAINAKE                       
36.7200375,-4.4103492,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.7135539,-4.4291193,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.7011192,-4.5018689,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,POL IND EL TARAJAL
36.7076078,-4.4482937,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.7222505,-4.4101845,Este,CENTRO,Malagueta - Monte Sancha,MONTE DE GIBRALFARO           
36.7199637,-4.3579489,Este,ESTE,El Palo,EL PALO                       
36.703144,-4.4430813,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,REGIO                         
36.70705,-4.4499715,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,IND ALCALDE DIAZ ZAFRA        
36.722416,-4.3605541,Este,ESTE,El Palo,EL PALO                       
36.7205509,-4.4326312,Bailén - Miraflores,CENTRO,Los Castillejos - La Trinidad,MARMOLES                      
36.7186579,-4.4703816,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,CIUDAD UNIVERSITARIA
36.70853,-4.4501245,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.7296133,-4.4400264,Bailén - Miraflores,BAILEN-MIRAFLORES,Suárez,PARQUE VICTORIA EUGENIA       
36.7283465,-4.4394518,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,SUAREZ                        
36.712455,-4.3235338,Este,ESTE,Jarazmín,LA ARAÑA                      
36.7044022,-4.4376407,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7231841,-4.4452228,Bailén - Miraflores,BAILEN-MIRAFLORES,La Florida - Parque norte,PARQUE ARROYO DEL CUARTO      
36.7129739,-4.4815525,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP EL VISO
36.7285868,-4.413178,Centro,CENTRO,Cristo de la Epidemia,CRISTO DE LA EPIDEMIA         
36.7286867,-4.4417546,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,PARQUE VICTORIA EUGENIA       
36.7218353,-4.4261587,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.6905818,-4.4586096,Carretera de Cádiz,CARRETERA DE CADIZ,Puerta Blanca - Almudena,POL IND CARRANZA              
36.7108331,-4.4852497,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP EL VISO
36.7140555,-4.4529317,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,LA BARRIGUILLA                
36.7109023,-4.4395714,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,LA UNION                      
36.6960189,-4.4485003,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,SIXTO                         
36.723125,-4.4272027,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.7167419,-4.5157739,Campanillas,CAMPANILLAS,Campanillas,PARQ EMP TREVENEZ    
36.7100307,-4.4720432,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP ALAMEDA
36.7096128,-4.439575,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,LA UNION                      
36.7180313,-4.4156994,Centro,CENTRO,Ensanche Centro - Soho,PUERTO
36.7218813,-4.416095,Centro,CENTRO,La Merced,CENTRO HISTORICO              
36.7268065,-4.4122566,Centro,CENTRO,Gibralfaro,BARCENILLAS                   
36.7197257,-4.4366491,Centro,CRUZ DE HUMILLADERO,Perchel norte,HAZA CUEVAS                   
36.7073701,-4.4645972,Cruz de Humilladero,TEATINOS-UNIVERSIDAD,Polígonos - Recinto Ferial,CORTIJO ALTO
36.7093407,-4.4549234,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,TIRO DE PICHON                
36.7315186,-4.3929953,Este,ESTE,Mayorazgo,EL MAYORAZGO
36.7223325,-4.4204242,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7293848,-4.4425315,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,MIRAFLORES DE LOS ANGELES     
36.7203424,-4.4248522,Centro,CENTRO,La Trinidad,CENTRO HISTORICO              
36.7210367,-4.4284145,Centro,CENTRO,Perchel norte,PERCHEL NORTE                 
36.7096214,-4.4557906,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SANTA CRISTINA                
36.6935267,-4.4797535,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP GUADALHORCE
36.7050555,-4.4687542,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP SAN LUIS             
36.7088413,-4.4759609,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP EL VISO
36.7201627,-4.4308971,Centro,CENTRO,Perchel norte,MARMOLES                      
