latitude,longitude,district,district,neighborhood,neighborhood
36.7207244,-4.4343241,Bailén - Miraflores,CRUZ DE HUMILLADERO,Los Castillejos - La Trinidad,MARMOLES                      
36.7233433,-4.4355987,Cruz de Humilladero,BAILEN-MIRAFLORES,Carranque - Haza Cuevas,LA TRINIDAD                   
36.7198601,-4.4110976,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.7141808,-4.4236659,Centro,CENTRO,Ensanche Centro - Soho,ENSANCHE CENTRO               
36.7230904,-4.4334463,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,LA TRINIDAD                   
36.6959875,-4.4413539,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,AVE MARIA                     
36.7235094,-4.4170443,Centro,CENTRO,La Merced,LA MERCED                     
36.70076,-4.498138,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.6825548,-4.4669745,Carretera de Cádiz,CARRETERA DE CADIZ,Finca el Pato - Torre del Río,LA AZUCARERA                  
36.6970533,-4.4450768,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,PARQUE MEDITERRANEO           
36.7078795,-4.4354436,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,LA PRINCESA                   
36.7388014,-4.4815226,Puerto de la Torre,PUERTO DE LA TORRE,Los Almendros - El Limonero - El Tomillar,LOS MORALES 1                 
36.7221981,-4.4205127,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.736318,-4.4817098,Puerto de la Torre,PUERTO DE LA TORRE,Los Almendros - El Limonero - El Tomillar,LOS ALMENDROS                 
36.7124727,-4.4643935,Teatinos,TEATINOS-UNIVERSIDAD,Cortijo Alto,CORTIJO ALTO
36.7323672,-4.4177796,Centro,CENTRO,Cristo de la Epidemia,OLLETAS                       
36.7333685,-4.4162341,Centro,CENTRO,Olletas - Sierra Blanquilla,OLLETAS                       
36.7207682,-4.4282299,Centro,CENTRO,La Trinidad,PERCHEL NORTE                 
36.7160669,-4.4117427,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.722018,-4.4164393,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7128726,-4.4378723,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,LOS TILOS                     
36.6708796,-4.4700222,Churriana,CHURRIANA,Churriana-El Pizarrillo-La Noria-Guadalsol,PARQ EMP VILLA ROSA           
36.702418,-4.4433903,Carretera de Cádiz,CARRETERA DE CADIZ,El Torcal,REGIO                         
36.7064712,-4.448272,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,POL IND RONDA EXTERIOR        
36.7133821,-4.4391799,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,CRUZ DEL HUMILLADERO          
36.6869405,-4.4744465,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP GUADALHORCE
36.7144038,-4.4374436,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,LOS TILOS                     
36.6991328,-4.4569014,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,NUEVO SAN ANDRES 2            
36.7111493,-4.4279033,Centro,CENTRO,Perchel sur - El Bulto,PLAZA DE TOROS VIEJA          
36.6972856,-4.4538171,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,LA LUZ                        
36.7234727,-4.4206083,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7047848,-4.4340844,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,JARDIN DE LA ABADIA           
36.6936979,-4.4511088,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,POL IND LOS GUINDOS           
36.7108219,-4.4474305,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SAN RAFAEL                    
36.6698904,-4.4735386,Churriana,CHURRIANA,Churriana-El Pizarrillo-La Noria-Guadalsol,POL IND MI MALAGA             
36.6941549,-4.4980637,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.7088082,-4.4413738,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,LA UNION                      
36.7145395,-4.4342392,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,LA AURORA                     
36.7117064,-4.4280614,Centro,CENTRO,Perchel sur - El Bulto,PLAZA DE TOROS VIEJA          
36.7042769,-4.4730808,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP SAN LUIS             
36.6914128,-4.4488772,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,SANTA PAULA                   
36.6916643,-4.4477291,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,SANTA PAULA                   
36.7292652,-4.4394043,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,PARQUE VICTORIA EUGENIA       
36.7000465,-4.4435043,Carretera de Cádiz,CARRETERA DE CADIZ,El Torcal,GIRON                         
36.7200452,-4.4407162,Bailén - Miraflores,CRUZ DE HUMILLADERO,Los Castillejos - La Trinidad,ARROYO DEL CUARTO             
36.719877,-4.4105496,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.6937222,-4.4975163,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.6946591,-4.4844103,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP GUADALHORCE
36.6976596,-4.4490949,Carretera de Cádiz,CARRETERA DE CADIZ,Vistafranca,VISTAFRANCA                   
36.7183644,-4.4074674,Este,,Malagueta - Monte Sancha,
36.7277417,-4.4300046,Centro,CENTRO,La Trinidad,LA TRINIDAD                   
36.6962092,-4.4958371,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP GUADALHORCE
36.6999236,-4.4521863,Carretera de Cádiz,CARRETERA DE CADIZ,Vistafranca,VISTAFRANCA                   
36.7113929,-4.442553,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,SANTA JULIA                   
36.7272978,-4.4220195,Centro,CENTRO,La Goleta - San Felipe Neri,CAPUCHINOS                    
36.7247554,-4.4234319,Centro,CENTRO,La Goleta - San Felipe Neri,LA GOLETA                     
36.725057,-4.4216609,Centro,CENTRO,La Goleta - San Felipe Neri,SAN FELIPE NERI               
36.6926186,-4.4725501,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP GUADALHORCE
36.700351,-4.4740003,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,LOS PRADOS                    
36.7121517,-4.4830381,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP EL VISO
36.7128866,-4.4445686,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,CRUZ DEL HUMILLADERO          
36.7239213,-4.4225511,Centro,CENTRO,La Goleta - San Felipe Neri,LA GOLETA                     
36.6980445,-4.4391051,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,TABACALERA                    
36.7220384,-4.4214872,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7035921,-4.4372522,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7025765,-4.4466334,Carretera de Cádiz,CARRETERA DE CADIZ,El Torcal,DOS HERMANAS
36.7017904,-4.4704818,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP LA ESTRELLA          
36.7237927,-4.4197045,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7027502,-4.4345847,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7264532,-4.4613292,Teatinos,PUERTO DE LA TORRE,Teatinos,DISEMINADO DM P DE LA TORRE
36.7181413,-4.4655558,Teatinos,TEATINOS-UNIVERSIDAD,El Tejar - Hacienda Bizcochero,HACIENDA BIZCOCHERO           
36.7225087,-4.4219567,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7157862,-4.4413842,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.7190343,-4.408788,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.7173271,-4.4638098,Teatinos,TEATINOS-UNIVERSIDAD,El Tejar - Hacienda Bizcochero,HACIENDA BIZCOCHERO           
36.7280688,-4.413133,Centro,CENTRO,Gibralfaro,CRISTO DE LA EPIDEMIA         
36.6882284,-4.4474123,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,LOS GUINDOS                   
36.7184837,-4.4218494,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.6910937,-4.447491,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,SANTA PAULA                   
36.7162265,-4.4414707,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.7401725,-4.4796513,Puerto de la Torre,PUERTO DE LA TORRE,Fuente Alegre - El Chaparral - Los Morales,LOS MORALES                   
36.7229406,-4.4519335,Cruz de Humilladero,CRUZ DE HUMILLADERO,Camino de Antequera,CAMINO DE ANTEQUERA           
36.7365386,-4.4038307,Este,ESTE,Limonar,COLINAS DEL LIMONAR           
36.718602,-4.4234171,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7123742,-4.4803858,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP EL VISO
36.7218832,-4.4449616,Bailén - Miraflores,BAILEN-MIRAFLORES,La Florida - Parque norte,CARLOS HAYA                   
36.7175553,-4.4240702,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7151141,-4.4399273,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.7223559,-4.3653252,Este,ESTE,El Palo,EL PALO                       
36.7105204,-4.4430651,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,SANTA MARTA                   
36.7099246,-4.4781918,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP EL VISO
36.7254757,-4.4150839,Centro,CENTRO,La Victoria,LA VICTORIA                   
36.7044679,-4.434452,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7155899,-4.4290591,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.7513693,-4.4209515,Ciudad Jardín,CIUDAD JARDIN ,Huerta Nueva - Jardín de Málaga,ALEGRIA DE LA HUERTA          
36.6979846,-4.4576179,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,NUEVO SAN ANDRES 2            
36.7312578,-4.396908,Este,ESTE,Mayorazgo,HACIENDA MIRAMAR              
36.6915524,-4.456849,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,GUADALJAIRE                   
36.7328782,-4.4171038,Centro,CENTRO,Olletas - Sierra Blanquilla,OLLETAS                       
36.701731,-4.4647248,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP LA ESTRELLA          
36.7026908,-4.4659337,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP LA ESTRELLA          
36.6895964,-4.4433178,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,SAN CARLOS                    
36.7030635,-4.4715159,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP SAN LUIS             
36.6991393,-4.4549573,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,BARCELO                       
36.716552,-4.4374079,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.687132,-4.4485117,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,ALMUDENA                      
36.7187233,-4.4672007,Teatinos,TEATINOS-UNIVERSIDAD,El Tejar - Hacienda Bizcochero,HACIENDA BIZCOCHERO           
36.7114137,-4.4548222,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,TIRO DE PICHON                
36.7099861,-4.4796139,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP EL VISO
36.7196442,-4.4207963,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7086666,-4.4448452,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,POL IND RONDA EXTERIOR        
36.7316827,-4.447819,Bailén - Miraflores,BAILEN-MIRAFLORES,San Alberto - La Alcubilla - Florisol,FLORISOL                      
36.7202751,-4.3565973,Este,ESTE,El Palo,EL PALO                       
36.7206578,-4.4339179,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,MARMOLES                      
36.724272,-4.4357011,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,LA TRINIDAD                   
36.7092196,-4.4443127,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,SANTA MARTA                   
36.7230084,-4.4177452,Centro,CENTRO,La Merced,LA MERCED                     
36.7301484,-4.4438745,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,NUESTRA SEÑORA DE FATIMA      
36.7225124,-4.4221393,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7226689,-4.4194461,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7173225,-4.4251077,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.728708,-4.4617128,Puerto de la Torre,PUERTO DE LA TORRE,El Atabal,HACIENDA CABELLO              
36.702526,-4.495135,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA CRUZ
36.7236509,-4.437398,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,GAMARRA                       
36.6714875,-4.4729594,Churriana,CHURRIANA,Churriana-El Pizarrillo-La Noria-Guadalsol,POL IND MI MALAGA             
36.7027683,-4.4361831,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7219752,-4.4227175,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7224935,-4.4182273,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7218328,-4.4223006,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7235701,-4.4219151,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7220571,-4.4760538,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,EL ROMERAL                    
36.7172697,-4.4604561,Teatinos,TEATINOS-UNIVERSIDAD,El Tejar - Hacienda Bizcochero,TEATINOS                      
36.699449,-4.451521,Carretera de Cádiz,CARRETERA DE CADIZ,Nuevo San Andrés - Dos Hermanas,VISTAFRANCA                   
36.6869843,-4.4452487,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,POL COM PACIFICO
36.6903482,-4.4626808,Carretera de Cádiz,CARRETERA DE CADIZ,Finca el Pato - Torre del Río,PARQ EMP SANTA BARBARA
36.6956702,-4.4518021,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,LA LUZ                        
36.7046711,-4.4390527,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7207626,-4.4831317,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,EL CONSUL                     
36.7051009,-4.4363759,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7079913,-4.4669452,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP ALAMEDA
36.7019529,-4.4990477,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.7256522,-4.4377478,Bailén - Miraflores,BAILEN-MIRAFLORES,Suárez,HAZA DEL CAMPILLO             
36.7271987,-4.4137931,Centro,CENTRO,Cristo de la Epidemia,CRISTO DE LA EPIDEMIA         
36.7017034,-4.4990603,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.699382,-4.4974594,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.7007459,-4.4976571,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.697082,-4.5007594,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,POL IND EL TARAJAL
36.7093928,-4.4740198,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,PARQ EMP EL VISO
36.6962328,-4.4983694,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.6988338,-4.4993612,Cruz de Humilladero,CHURRIANA,Polígonos - Recinto Ferial,PARQ EMP SANTA TERESA
36.672645,-4.4733505,Churriana,CHURRIANA,Churriana-El Pizarrillo-La Noria-Guadalsol,PARQ EMP VILLA ROSA           
36.7045586,-4.4337174,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,JARDIN DE LA ABADIA           
36.7206455,-4.4227376,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7115681,-4.4283521,Centro,CENTRO,Perchel sur - El Bulto,PLAZA DE TOROS VIEJA          
36.7227662,-4.3996416,Este,CENTRO,Limonar,MONTE SANCHA                  
36.720102,-4.3644223,Este,ESTE,El Palo,ECHEVERRIA DEL PALO           
36.70365,-4.4327394,Carretera de Cádiz,CARRETERA DE CADIZ,Huelin,HUELIN                        
36.7246448,-4.4217167,Centro,CENTRO,Centro Histórico,SAN FELIPE NERI               
36.7155507,-4.4732242,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,CIUDAD UNIVERSITARIA
36.7191452,-4.4296365,Centro,CENTRO,Perchel norte,MARMOLES                      
36.7207595,-4.4059789,Este,CENTRO,Malagueta - Monte Sancha,LA CALETA                     
36.7208567,-4.478204,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,EL ROMERAL                    
36.7179793,-4.4266713,Centro,CENTRO,Centro Histórico,PERCHEL NORTE                 
36.6891308,-4.449368,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,LOS GUINDOS                   
36.7228526,-4.4753634,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,EL ROMERAL                    
36.7122075,-4.4268504,Centro,CENTRO,Perchel sur - El Bulto,PLAZA DE TOROS VIEJA          
36.7487022,-4.4221021,Ciudad Jardín,CIUDAD JARDIN ,Ciudad Jardín,CIUDAD JARDÍN
36.6859333,-4.467364,Carretera de Cádiz,CARRETERA DE CADIZ,Finca el Pato - Torre del Río,POL IND HAZA ANGOSTA          
36.722496,-4.4389618,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,LAS CHAPAS                    
36.6911342,-4.4492037,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,LOS GUINDOS                   
36.7200835,-4.4200433,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7208473,-4.4229128,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7184903,-4.4318459,Centro,CRUZ DE HUMILLADERO,Perchel norte,POL ALAMEDA                   
36.7217014,-4.4482375,Bailén - Miraflores,CRUZ DE HUMILLADERO,La Florida - Parque norte,CARRANQUE                     
36.6991842,-4.4454923,Carretera de Cádiz,CARRETERA DE CADIZ,Girón - Las Delicias - Pacífico,HAZA ONDA                     
36.7286568,-4.443219,Bailén - Miraflores,BAILEN-MIRAFLORES,Suárez,SUAREZ                        
36.7228415,-4.4181368,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.730032,-4.4211026,Centro,CENTRO,El Molinillo - Capuchinos,CAPUCHINOS                    
36.7063465,-4.4495148,Cruz de Humilladero,CRUZ DE HUMILLADERO,Santa Cristina - San Rafael,POL IND RONDA EXTERIOR        
36.7214594,-4.4246657,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7183408,-4.4828366,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,CIUDAD UNIVERSITARIA
36.7183033,-4.4213615,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.6741454,-4.4784588,Churriana,CHURRIANA,Churriana-El Pizarrillo-La Noria-Guadalsol,MAKRO                         
36.722204,-4.476295,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,EL ROMERAL                    
36.720869,-4.4732019,Teatinos,TEATINOS-UNIVERSIDAD,El Consul - El Romeral,EL ROMERAL                    
36.724272,-4.4357011,Bailén - Miraflores,BAILEN-MIRAFLORES,Los Castillejos - La Trinidad,LA TRINIDAD                   
36.7147338,-4.4350625,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,LA AURORA                     
36.718486,-4.4596996,Teatinos,TEATINOS-UNIVERSIDAD,Teatinos,HACIENDA BIZCOCHERO           
36.726336,-4.4130161,Centro,CENTRO,La Victoria,LA VICTORIA                   
36.721801,-4.4202921,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.726864,-4.4144562,Centro,CENTRO,La Victoria,LA VICTORIA                   
36.7143648,-4.4292588,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.7237509,-4.4215941,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7236162,-4.4152168,Centro,CENTRO,La Victoria,LA VICTORIA                   
36.7193126,-4.3587299,Este,ESTE,El Palo,EL PALO                       
36.6947626,-4.4559547,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,GUADALJAIRE                   
